Iterations,VI avg moves,QL avg moves
6825,149.5,190
6830,177.5,320
6835,121.4,302.7
6840,135.3,320
6845,149.1,262.7
6850,156.7,280
6855,166.6,302.7
6860,198.9,210
6865,136.4,270
6870,130.5,290
6875,170,280
6880,165.5,440
6885,136.6,330
6890,158.9,220
6895,91.8,320
6900,154.9,270
6905,132.4,210
6910,132.8,362.7
6915,123.4,192.7
6920,131.4,300
6925,196.7,300
6930,148.4,280
6935,115.2,170
6940,153.2,310
6945,146,292.7
6950,108.5,390
6955,171.9,382.7
6960,193.1,340
6965,128.9,300
6970,116.4,262.7
6975,145.3,312.7
6980,150.8,270
6985,170.4,330
6990,158.5,240
6995,117.2,360
7000,145.2,240
7005,172.5,210
7010,117,340
7015,150.7,332.7
7020,106.9,392.7
7025,203.7,352.7
7030,103.2,312.7
7035,76.3,242.7
7040,111.2,340
7045,140.6,282.7
7050,124,280
7055,118.2,300
7060,130.2,320
7065,98.4,202.7
7070,141.4,312.7
7075,105.2,370
7080,149,380
7085,183.1,320
7090,195.7,310
7095,122.5,340
7100,152.4,300
7105,160.9,272.7
7110,119.4,280
7115,82.6,310
7120,198.6,240
7125,169.4,272.7
7130,115.8,220
7135,122.5,300
7140,144.9,242.7
7145,118.7,240
7150,213.6,320
7155,102.2,290
7160,149.8,320
7165,166.3,320
7170,126.8,282.7
7175,163.9,330
7180,158,330
7185,125.4,270
7190,159,290
7195,124.1,262.7
7200,165.9,340
7205,129.8,290
7210,208.9,370
7215,136.1,330
7220,195.2,240
7225,126.8,290
7230,115.2,232.7
7235,82.8,160
7240,162.4,290
7245,141,252.7
7250,127,260
7255,131.6,210
7260,191,282.7
7265,149.6,310
7270,109.2,290
7275,112,280
7280,192.1,242.7
7285,140.6,272.7
7290,153.8,260
7295,264.8,280
7300,132.3,300
7305,96.6,282.7
7310,156.9,252.7
7315,136.2,192.7
7320,145.5,292.7
7325,99.2,252.7
7330,111.2,262.7
7335,135.7,250
7340,133.6,220
7345,165.6,392.7
7350,87.8,290
7355,136.2,232.7
7360,120,282.7
7365,103.1,260
7370,116.6,220
7375,167.7,270
7380,120.8,270
7385,205.2,360
7390,140.5,290
7395,122.3,282.7
7400,157.2,312.7
7405,119.4,310
7410,115.4,300
7415,82.2,260
7420,112,250
7425,112.1,282.7
7430,151,292.7
7435,143.9,252.7
7440,157.7,252.7
7445,228.9,160
7450,194.7,300
7455,145.6,300
7460,130.7,210
7465,158.2,370
7470,144.4,222.7
7475,140.5,230
7480,168.4,340
7485,159.9,220
7490,142.7,240
7495,137.2,340
7500,124.8,380
7505,105.8,400
7510,105.3,270
7515,112.5,252.7
7520,152.4,360
7525,136,222.7
7530,123,172.7
7535,155.4,250
7540,247.4,272.7
7545,150.4,340
7550,210.5,222.7
7555,137.6,340
7560,98.6,232.7
7565,149.2,212.7
7570,164.7,330
7575,113.4,252.7
7580,177.5,280
7585,116.9,252.7
7590,130.9,252.7
7595,162.3,282.7
